"RT","Avai","Thr","Late","Place"
"756.5","49.2","12.4","567","1"
"910.5","38","40.9","771","1"
"2941","62.7","26.7","87","3"
"3402.4","68.3","13.2","798","2"
"158","99","25.3","8","0"
"3999","29.9","8.2","23","3"
"545.1","57.2","38.6","555","3"
"3293.2","26.1","11.1","3","0"
"3091.9","102.2","15.9","637","2"
"3701.2","32.4","7.9","7","0"
"137","83","21.6","2","0"
"2005.5","85.1","9.2","5","0"
"485.1","26.3","3.4","655","3"
"2368.1","18.3","2.3","926","1"
"491.5","88.7","37.3","960","1"
"2715.1","67.7","16.6","877","1"
"2598.5","22.2","33.8","578","3"
"88.4","14.6","36","1","0"
"4150.8","69.6","4","654","2"
"196.83","75","1.1","923","2"
"1329.1","65.4","30.4","711","1"
"672.4","76.3","45.6","4","0"
"2720.2","16.5","1.4","2","0"
"3809.1","10.8","22.7","133","3"
"2188.4","87.2","31.6","896","2"
"2078.7","10.5","5.2","935","1"
"91.8","97","24.7","668","1"
"2901.3","63.6","8.9","601","1"
"3718","90.2","12.7","745","2"
"1864.8","70.4","5.8","836","1"
"1979.6","72.8","25.9","547","2"
"3463.1","28.5","12.9","1","0"
"122.73","94","12.5","992","2"
"3625.2","53.8","14.1","8","0"
"243","63","8.3","8","0"
"374.25","56","5.4","6","0"
"192.47","26","3","998","2"
"274.78","85","3.6","295","3"
"1042.9","95.1","19","8","0"
"3213.8","51.6","33.2","508","2"
"3275.2","81.8","42.2","455","3"
"2755.1","65.1","0.5","18","3"
"3386.1","39.3","13.1","6","0"
"1101.6","15.6","19.9","3","0"
"2233.7","72.9","15.3","5","0"
"164.33","95","15.2","647","2"
"206","83","18.1","685","3"
"214.4","89","14.6","8","0"
"261","100","12.8","883","2"
"1696.2","33.9","23.4","649","3"
"3127.9","39","12.9","892","2"
"287.93","100","6.9","803","1"
"3337","45.3","11.8","709","1"
"47","65.8","31.7","513","1"
"122.27","53","6.5","866","1"
"4272.5","54.2","20.1","683","2"
"185","83","33.7","4","0"
"2136.1","64.6","42.4","591","3"
"4916.1","77.7","3.4","775","2"
"69.33","95","19.4","530","1"
"1828.2","37.7","14.6","1","0"
"473","91","12.4","352","3"
"1229.2","60.9","2.6","5","0"
"243.6","85","1.9","5","0"
"361","50","6.5","6","0"
"253.2","88","2.7","926","1"
"995.7","21.4","6.8","4","0"
"3572.1","60.4","6.3","339","3"
"147.7","67.5","35.4","866","2"
"4386.6","88.3","2","687","1"
"218.8","71.9","17.8","400","3"
"2606.2","51.3","0.7","677","3"
"2727.4","27","26.5","358","3"
"1347.5","56.1","39.8","2","0"
"600.4","10.6","1.3","1","0"
"1545.3","65.9","34.2","505","1"
"4652.4","79.6","5","322","3"
"578.4","33.8","8.2","541","3"
"537.7","62.1","33.5","2","0"
"3915.4","85.9","2","850","1"
"139.8","74.3","0.8","545","3"
"357.8","67.9","28.5","790","2"
"1099.3","47.3","33.1","7","0"
"4905.3","67.1","40.4","568","2"
"2741.8","44.2","5.8","353","3"
"65.4","92","6.8","951","2"
"400.57","16","4.3","2","0"
"117","85","24.5","1","0"
"201.5","99","1","6","0"
"3455.9","44.2","17.9","6","0"
"2215","30.7","7.9","763","1"
"2953.7","50.8","7.8","335","3"
"861.75","56","6.2","542","2"
"3894.5","69.3","16.9","513","1"
"2307.3","70.2","8.4","758","2"
"1733.3","93.4","9.1","750","1"
"3598.7","12.3","3.5","784","1"
"3681.3","41.5","13.2","210","3"
"2746.1","32.5","4.7","580","1"
"1888.7","87.9","23.3","370","3"
"3560.4","40.2","4.4","7","0"
"1798.5","33.3","17.1","545","3"
"2839.8","16.3","2.5","984","1"
"2376.3","94.1","9.7","6","0"
"1358.9","42.4","5.9","749","1"
"1231.2","45.5","25.8","328","3"
"2234.5","77.8","27.3","438","3"
"3462.9","38.2","29.8","2","0"
"368.1","83.5","22.4","570","2"
"1284.8","18.7","19.8","4","0"
"240.5","72","8.6","628","3"
"3051.4","45.9","12.4","678","3"
"280.39","86","6.4","9","0"
"3668.5","49.8","31.3","9","0"
"134.07","84","12.2","582","1"
"1793.8","42.7","17","3","0"
"289","85","10.4","651","1"
"2616.6","5.9","23.6","101","3"
"481","83","18.5","1","0"
"287.22","86","5.5","520","2"
"68.57","43","4.4","527","2"
"4958","65.2","2.4","404","3"
"2694.9","7.2","1.9","42","3"
"2074","65.2","18.3","4","0"
"1458","73.6","2.1","244","3"
"2467.6","26.7","22.3","721","2"
"2140","22.5","11.2","306","3"
"5203.6","97.6","13.8","416","3"
"234.6","50","10","4","0"
"284.95","61","5.2","724","1"
"4265.7","71.9","30.4","643","1"
"5004.3","70.2","23.9","643","3"
"1866.6","12.3","7.8","854","1"
"3709.9","56.4","16","692","2"
"2003.4","28","6.4","170","3"
"4386.2","55.6","8.3","284","3"
"654.7","67.9","16.6","928","2"
"322","95","21.8","899","2"
"667.2","10.6","12.4","167","3"
"162.3","43","2.6","360","3"
"3417.6","35.5","31.9","5","0"
"4653.7","98.2","0.2","938","1"
"126","83","18.4","676","2"
"4104.9","68.8","30.4","525","1"
"3407.7","43.9","6.6","734","2"
"421","63","6.7","2","0"
"2924.7","57.4","32.7","6","0"
"368.2","42.3","3.8","8","0"
"1180.6","48.7","31","967","2"
"248","78","3.1","792","2"
"620.5","55.2","0.3","516","2"
"819.4","35.4","2.5","816","1"
"5063.8","65","33.7","782","1"
"249","10.6","11.6","5","0"
"142.5","92","1.4","84","3"
"4093.9","10.4","21.7","818","2"
"3025.8","27.9","11.1","355","3"
"4332.8","33","28.6","6","0"
"107.57","80","1.7","868","1"
"1073.6","9.9","18.5","266","3"
"3376.1","39.7","3.2","257","3"
"4092.7","37","15.1","692","1"
"122","90","3.9","665","2"
"355.5","86","2","645","1"
"354","34.5","36.1","385","3"
"2139.5","52","4.1","727","1"
"2080.8","32.9","11.1","622","2"
"1475.5","13.4","2.2","994","1"
"3960.4","14.4","13.2","369","3"
"3169.4","17.2","20.1","6","0"
"3879.2","70.5","12.5","566","3"
"1492.1","68.3","9.6","580","1"
"4795.8","39.1","27.8","371","3"
"370.2","15.1","26.4","7","0"
"416.8","56","24.5","691","1"
"2838.9","21.2","30","941","1"
"82.25","99","22.7","687","1"
"4688.2","30.9","37.1","619","1"
"147.33","91","16.6","2","0"
"1250.3","23.9","24.6","738","1"
"82","83","41.2","1","0"
"1501","70.8","15.3","9","0"
"4934.4","11.6","30.9","51","3"
"1882.1","43.9","7","51","3"
"597","70.2","27.6","7","0"
"522.8","65.4","2.9","785","1"
"1845.5","72","5","703","1"
"233.5","68","3.2","88","3"
"3084.4","44.6","40.5","912","2"
"1658.5","92.3","20.2","6","0"
"2432.8","68.1","22.1","492","3"
"276.6","93","2.3","974","1"
"3055.1","37.6","5.7","5","0"
"1809.6","40.7","23.4","3","0"
"1556.4","12.5","27.3","337","3"
"1855","6.5","9.7","619","3"
"740.9","14.5","24.2","5","0"
"1496.4","69.2","14.7","3","0"
"1705.3","31.4","25.5","121","3"
"215.6","89","1.5","9","0"
"705.9","49.6","43","838","2"
"796.3","28.8","8","647","2"
"3040.3","61","43","7","0"
"3254.6","72.1","8.3","476","3"
"2721","29.4","22.1","4","0"
"4021","64.3","12.9","811","2"
"1665.9","16.2","22","979","2"
"3010.4","44.3","2.1","7","0"
"325.97","12","3.5","543","2"
"292.21","56","6.5","631","3"
"303.43","85","1.8","253","3"
"2157.3","57.1","26.5","2","0"
"789.8","98","2.2","398","3"
"3817","34.6","31.3","9","0"
"124.33","94","7.1","9","0"
"3339.3","27.9","30","5","0"
"59","9","13.4","701","2"
"234.2","36.3","33.3","494","3"
"523.6","34.3","0.9","545","2"
"3463.1","46.4","3.4","581","2"
"1667.2","65.4","14","9","0"
"3517.4","54.2","30.9","359","3"
"2795.2","14.1","12.5","564","3"
"3094.5","42.6","34.2","5","0"
"4877.5","15.9","21.1","7","0"
"1676.1","58.6","21.5","8","0"
"3011.1","69.8","2.1","697","1"
"3129.4","45.8","1.5","728","1"
"1545.7","72.1","21.1","827","2"
"146.5","86","10.7","190","3"
"1077.8","90.1","31.6","599","3"
"146","90","6.7","8","0"
"1799.9","54.2","17.9","3","0"
"1859.4","77.9","19.1","878","2"
"3083.7","6.7","34.5","1","0"
"3627.9","26.1","6.4","620","1"
"212.4","96","1.6","928","2"
"4246.2","86.4","35.9","636","1"
"529.2","25.4","15.1","637","1"
"3259.1","25.3","9.8","6","0"
"381","74.1","17.6","653","2"
"339.7","58.5","8.2","2","0"
"520.8","42.4","20.9","428","3"
"112.33","86","1.7","448","3"
"1581.3","32.9","11.1","922","1"
"2183.2","76.2","4","673","2"
"1987.2","69.9","34.1","281","3"
"3518.2","52.3","43.8","3","0"
"1827.9","59.6","35.1","952","2"
"4327.3","41.5","40.3","187","3"
"250.3","34.9","23.1","4","0"
"261.2","90","1.5","197","3"
"2137.3","44.4","30.9","789","2"
"2054.8","54","34.5","599","3"
"3540.9","51.5","1.5","961","1"
"100.7","58.9","35.3","849","1"
"3099.7","97","6.4","5","0"
"811.3","8.2","25.9","718","2"
"3467.7","8.9","11.9","7","0"
"436.6","90","1.3","632","2"
"1827.7","22.4","32.9","3","0"
"125.88","69","10.5","572","1"
"361.33","63","7.6","672","2"
"2686.8","75.4","13.4","676","3"
"4201.4","38","21.2","1","0"
"457.6","22.2","11.3","231","3"
"4522.6","26.4","26.6","971","1"
"2864.1","57.7","19","837","2"
"4131.1","6.8","9.6","392","3"
"2596.7","14.8","10.2","105","3"
"3408","74.5","13.7","600","1"
"641","40.2","7.9","2","0"
"709.4","20.7","36.1","554","2"
"126.5","14","6.3","626","1"
"614.1","16","23.5","2","0"
"4490.5","67.1","2.4","532","1"
"144","83","16.9","643","3"
"103","85","16.1","567","2"
"1736.4","96.6","12.1","141","3"
"2846.1","50.2","20.2","439","3"
"907.9","40.7","3","806","2"
"1560.5","66","1.8","9","0"
"3610.2","55.9","13.7","580","3"
"190.4","85.4","32.2","972","2"
"299.6","67.2","11.1","4","0"
"485","63","7.8","150","3"
"3278.1","48.5","16.3","577","1"
"241.2","99","0.9","489","3"
"4860","63","20.3","8","0"
"866.6","11.9","25.4","971","2"
"2604","42.8","40.4","2","0"
"101","87","34.7","733","1"
"2696.2","53.7","28.2","924","1"
"3169.3","59.3","2.5","922","2"
"63.3","43","33.6","535","2"
"520.7","19.2","38.4","878","1"
"148","72","8.3","3","0"
"3363.6","44.8","13.1","859","1"
"3963.9","95","3.3","598","1"
"1855","64.5","39.8","508","1"
"416.33","46","5.1","591","1"
"2389.6","29.5","13.4","980","2"
"2073.7","73.3","39.1","6","0"
"4379.6","64.9","25.7","554","3"
"3355.8","88.4","6.3","886","2"
"1816.6","16.7","20","440","3"
"326.25","95","8.5","23","3"
"1303.6","6.6","19.1","830","2"
"3065.5","9.9","19.4","969","2"
"608.7","70.2","9","645","3"
"3719.4","90.8","27.1","7","0"
"349.07","95","9.1","988","2"
"193.33","94","4.3","580","2"
"335.89","36","7.1","880","1"
"4456.6","32.6","11.9","861","1"
"2385.2","90.6","43.8","819","2"
"1857.9","85.2","26.3","3","0"
"5069.2","85.7","28.7","9","0"
"3535.4","64.4","16.6","4","0"
"3511.3","19.3","13.9","7","0"
"225.5","73","4","911","2"
"358.4","41.5","36.9","2","0"
"1144.7","22.1","30.6","3","0"
"116.5","56","7","886","2"
"471.5","56","3.2","729","2"
"1515.9","39","2.5","174","3"
"1438.7","28","31.7","7","0"
"3569.4","74.9","37.2","487","3"
"391.5","35.6","20.6","693","1"
"361.6","19.2","19.7","882","1"
"3870.5","54.9","40.6","910","2"
"260.5","80.6","16.9","403","3"
"1592.4","66.8","7.2","833","2"
"3924","47","9.3","745","2"
"2401.8","61.5","27.8","693","2"
"1340.1","30.3","6.3","517","1"
"5256.2","51.8","6.5","938","2"
"2548.5","49.9","20.2","608","1"
"368","61","1","254","3"
"3492.9","33.7","15.4","616","1"
"3463.1","47.7","17.2","1","0"
"837.25","78","5.7","25","3"
"2804.8","5.6","11.6","4","0"
"291.6","31.1","41.4","121","3"
"2145.2","42.9","43.8","152","3"
"4694.4","36.6","17.7","635","2"
"3631.9","61","21.1","524","3"
"3437.8","35.7","30.1","793","2"
"33.4","10.5","39.8","760","1"
"3659.6","40.1","41.8","5","0"
"1648.7","50.3","5.7","435","3"
"3066.6","81.5","13.1","525","2"
"2954.4","69.3","3.7","5","0"
"1784.2","40.4","31.6","511","1"
"2936.2","16","5.1","996","2"
"2423","80.2","0.2","574","3"
"59.4","39.1","22.2","999","1"
"411.83","85","0.4","857","1"
"2738.7","54.7","21.4","2","0"
"3220.9","76.3","24","667","1"
"633.4","16.5","28","893","1"
"1469.2","51.3","10.2","683","3"
"3905.3","22","12.8","6","0"
"2610.2","79.6","11","537","3"
"199.2","87","8.6","695","3"
"1267.8","31.7","26.9","959","1"
"3298.4","10.2","2.2","933","2"
"162.25","78","9.1","805","2"
"229.6","88","11.9","5","0"
"4991.8","18.8","34.3","7","0"
"71.4","65.7","2","4","0"
"2787.6","39.9","38.6","917","2"
"3393.3","92.5","15.8","892","1"
"1172.1","20.4","18.6","385","3"
"2263.1","100.7","36.3","514","1"
"446.23","90","6.2","994","2"
"2307.2","70.6","40.9","763","2"
"44.1","15.9","6.6","86","3"
"369.83","66","2.9","395","3"
"4491.5","81.3","1.5","832","1"
"97.4","47.4","16","396","3"
"268.2","93","1.2","261","3"
"2646.7","45.8","9","9","0"
"3081.5","90.3","22.9","71","3"
"662.9","59.1","18.6","654","2"
"316.6","83.9","23.8","714","2"
"1736","57.4","26.2","5","0"
"2322.2","15.6","13.7","587","2"
"80","99","36.3","4","0"
"2278.2","97.3","19.9","701","1"
"191.11","87","9.6","35","3"
"3377.6","31.4","12.2","92","3"
"2021.4","52","30.9","9","0"
"1197","27.8","14.3","779","2"
"3262.5","34.9","7.3","131","3"
"1847.5","28.9","8.1","760","2"
"265","93","2.6","9","0"
"342.43","85","5.4","952","1"
"140","89","7","30","3"
"416","48.2","7.3","41","3"
"2461.2","41.8","23.1","773","1"
"4073.9","18.3","32.4","7","0"
"1501.4","41.8","30.6","508","3"
"1245.5","42.3","29.5","9","0"
"1172.9","59.2","23.3","584","1"
"3678.7","53.4","13.3","30","3"
"1768","53.7","7.1","888","1"
"473.4","19","21.9","7","0"
"3642.1","41.2","26.2","6","0"
"4134.2","74.7","22.2","746","1"
"136.94","26","3.1","160","3"
"315","100","1","562","3"
"1082.8","12.9","16.7","7","0"
"1089.8","59.6","19.9","1","0"
"5084.2","75.1","7.7","9","0"
"2146.2","50.7","14.3","658","2"
"520.5","92","6.5","252","3"
"3248.3","19.5","32.9","149","3"
"602","90","18.7","9","0"
"1451.9","35.3","37.8","884","2"
"4254.2","74.6","12.7","865","1"
"86.4","89","24.7","942","2"
"269","95","0.9","4","0"
"319.25","89","2.6","9","0"
"62.3","68.4","31.6","477","3"
"2823.4","13.7","1.5","683","1"
"298.83","46","7.7","575","1"
"749","24.8","41.9","446","3"
"1339.2","102.1","14.1","930","2"
"4849.9","7","2.3","435","3"
"2692.6","63.2","35","2","0"
"4597.7","81.3","6.1","988","2"
"1472.7","61.8","29.2","963","1"
"2863.1","13.7","19.6","780","2"
"102","90","2.5","875","1"
"1960","63.2","1.7","8","0"
"211.25","89","10.9","691","3"
"260.6","93","2.1","509","3"
"374.67","63","6.3","652","3"
"479.6","68.8","25.8","271","3"
"3176.4","42.1","17.7","652","1"
"130.14","88","20.5","644","3"
"1799.8","25.7","18.2","553","3"
"4929.8","55.8","29.4","957","2"
"3502.4","73.3","30.1","898","1"
"2443.3","47.7","30.6","771","2"
"93.5","86","9","531","2"
"1974.6","28.9","26.2","470","3"
"2219.1","61.4","35.9","974","1"
"2856.8","72.3","32","4","0"
"4549.4","52.4","18.4","754","1"
"174.17","88","13.7","968","2"
"2179.8","67.1","18.8","983","2"
"3481.5","73.9","32.6","659","1"
"189","83","26.5","12","3"
"3388.4","28.3","31.3","611","2"
"252","42","29.9","8","0"
"86.75","94","23","278","3"
"3381.4","66.9","26.9","646","1"
"309","42","4.5","909","1"
"305.5","6.8","27.1","806","1"
"3896.4","55","18.4","462","3"
"1944.1","71.3","17","562","1"
"1715.8","53.2","17.9","830","2"
"5119.1","9.2","10.8","911","1"
"1870.2","47.1","19.3","2","0"
"1929.6","51.2","32.3","587","2"
"115","72","12.9","9","0"
"159","33.7","29.5","778","2"
"206.4","86","15.5","602","1"
"613.8","42.6","25.7","9","0"
"1126.9","42.9","19","1","0"
"2936.7","87.7","22.4","522","3"
"525.8","51.6","18.5","979","2"
"3574","27.1","37.1","912","2"
"203","57","1.2","941","2"
"2893.3","65.6","34.8","517","2"
"1286.8","39.2","6.3","8","0"
"2061.9","37","40.7","6","0"
"2942.2","95.6","15.2","526","2"
"1784.4","16.9","27.9","859","2"
"2466.2","7.8","1.1","629","1"
"118.33","96","7","933","2"
"1658.9","18.5","14.1","519","2"
"4058.5","59.9","27","1","0"
"1304.4","32.4","17.7","852","2"
"392.5","46","5.6","8","0"
"154.5","100","12.2","9","0"
"4532.8","27.2","20.7","877","2"
"2614.4","11.7","29.6","2","0"
"2458.1","58.3","8.8","807","1"
"89.6","88","18.7","7","0"
"4301.7","31.1","23.4","5","0"
"2058.1","24.6","16.8","125","3"
"808.3","78.6","26.3","971","2"
"164.5","72","12.5","3","0"
"4989.67","93","1.6","841","2"
"3549","33.3","6.6","796","1"
"2986.4","65.6","1.7","690","3"
"1605.1","43.2","36.8","739","2"
"2661","48.4","25.8","989","2"
"3437.3","66.5","28.2","642","1"
"1735.1","17.8","22.9","9","0"
"236.2","96","3.6","520","3"
"207","25","8.8","468","3"
"144.8","91","18.8","664","3"
"1827.8","55","20.4","520","2"
"68.88","17","4.3","195","3"
"1635.7","15.2","18.8","8","0"
"164","100","7.3","908","2"
"4164.7","77.7","13.6","432","3"
"2996.6","31.9","17.7","5","0"
"271.4","92","4.2","659","2"
"498.67","90","6.3","7","0"
"656.8","94.8","10.6","969","1"
"261.33","95","10.1","800","1"
"2962.9","26.8","4.7","8","0"
"1849.6","42.6","30","5","0"
"508.94","96","6.7","777","1"
"2239.9","101.6","20.8","4","0"
"240.5","23.5","25.6","513","1"
"200.9","18.3","20.4","707","1"
"281.39","61","6.1","928","1"
"206.4","94","2.4","862","2"
"1879.9","75.6","28.3","757","1"
"108","92","25.1","573","2"
"3341.4","52.2","19.7","157","3"
"534.9","40.4","20.3","5","0"
"809.2","11","33.3","576","3"
"4207.4","49.9","25.4","68","3"
"214","88","3.7","6","0"
"689.42","34","1.1","804","1"
"159.6","27.2","15.2","681","3"
"789","43.2","2.3","6","0"
"4982.2","54.2","46.7","5","0"
"3271.1","28","14","615","2"
"3557.1","12.7","6.8","738","1"
"1304.3","63.5","20.5","579","2"
"843.5","97","5.7","594","2"
"964.2","40.5","2.6","546","2"
"220.6","96","1.3","748","1"
"2579.8","21.2","14.1","593","2"
"270.4","87","2.4","898","2"
"1609.8","56.7","40.9","530","3"
"1276.9","47.9","1.4","1","0"
"2840.6","52.7","39.6","570","3"
"3568.5","45.4","22.9","3","0"
"3222","21.5","14.9","797","2"
"1563.9","44.6","3.8","758","1"
"205.31","56","7.1","800","1"
"477.8","46.6","22","852","1"
"847.1","71.4","9.4","4","0"
"3789.6","62.8","16.9","401","3"
"963.5","76.1","21.5","9","0"
"206.1","62.7","18.5","951","1"
"207.8","72.4","22.7","763","2"
"3127.2","81","41.7","897","1"
"139.08","65","11.7","966","2"
"111.5","72","21.3","82","3"
"127.5","11.8","3.8","551","1"
"3266.8","56.2","31.9","539","1"
"155.4","87.5","16.9","499","3"
"1525.2","43.6","21.6","713","2"
"176.7","55.8","26.6","6","0"
"2584.5","62.6","4.8","510","2"
"2592.6","46.8","26.9","6","0"
"3943.2","59.3","33.6","487","3"
"2720.9","29.5","10.1","970","2"
"2640.7","102.8","9.5","466","3"
"141.5","93","17.6","568","3"
"2244.3","35.5","25.6","5","0"
"276.1","67.5","1.4","799","1"
"374.4","62.3","6.5","862","1"
"2191.4","46.6","16.1","592","2"
"406.25","91","1.7","769","1"
"2079.8","29.5","14.3","124","3"
"788","19.4","18.8","639","1"
"133.67","92","6.9","632","2"
"3242.5","15","10.4","761","1"
"492.13","88","6.8","831","2"
"480.8","11","0.4","815","1"
"2697.14","89","1.4","786","2"
"254.4","97","1.6","894","1"
"3898.3","95","36.6","515","2"
"1028.2","74.9","13","926","1"
"2797.5","19","24.4","932","1"
"83","92","24.8","2","0"
"317.4","93","27.3","5","0"
"219.2","85","0.9","254","3"
"1205.2","8","12","608","2"
"374.2","93","1","6","0"
"3632.2","77.9","0.9","1","0"
"3098","15","28.1","322","3"
"3346.8","9.9","29.1","186","3"
"137.75","79","2.4","251","3"
"3301.5","57","33.7","457","3"
"158.25","93","13.9","2","0"
"541.5","65.6","26.9","578","1"
"4239.3","6.6","18.5","514","1"
"3895.5","87.3","22.1","587","2"
"160.4","61.5","10.3","880","2"
"466.7","23.3","26.3","395","3"
"2194.1","67.6","1.3","567","1"
"221","99","14.8","632","1"
"429.3","11.5","16.8","979","2"
"4163.9","97.1","11.1","634","3"
"268.35","85","4.7","465","3"
"198.5","87.7","0.8","976","1"
"3741","63","12.4","423","3"
"3732.1","65.6","27.6","56","3"
"915.9","30","10","8","0"
"4205.5","51.6","33.9","543","1"
"322.33","99","9","560","1"
"2646.7","60.6","2.6","3","0"
"333","83","14.9","845","2"
"2233.4","44.4","16.4","2","0"
"208.6","67","4","227","3"
"1557.1","59","35.7","770","1"
"3838.1","32.5","24.7","858","1"
"2158.6","58.1","10.8","7","0"
"4055.9","44.9","10.7","418","3"
"1256.8","51.6","27.6","652","2"
"1425.75","78","3.9","444","3"
"3102.2","39.1","35.2","168","3"
"495.3","35.1","33.4","3","0"
"3882.6","82.7","1.8","980","1"
"103.25","93","20","843","2"
"149.8","16.8","3.5","877","2"
"2270.6","83.5","25.7","814","2"
"2574.9","92.9","30.7","2","0"
"1744.1","67.1","33.4","86","3"
"143.5","39.9","32.9","98","3"
"235.25","94","8.1","554","1"
"4915.1","43.6","26.6","6","0"
"2941.4","75.9","18.6","172","3"
"45.3","39.3","0.7","681","2"
"1242.11","64","3.3","671","2"
"674.2","88.7","16.9","712","1"
"878.9","68.9","25.3","6","0"
"244.2","21.6","16.1","133","3"
"3042.8","34.7","13","915","1"
"2752.1","66.9","28.5","634","1"
"2889","48.2","27.3","3","0"
"158","72","10.4","670","1"
"1677.7","40.5","26.9","616","3"
"907.3","59.8","1.8","736","2"
"1571.1","44.8","18.3","6","0"
"1239.4","64.8","32","1","0"
"3353.6","68.9","7.6","809","1"
"5046.1","75.6","18","635","1"
"2011.6","47.4","23.2","905","1"
"1238.5","24.5","13.1","790","2"
"1561.6","57.1","21.5","829","1"
"2296.1","71.6","24.9","606","1"
"133.1","16.7","11.8","4","0"
"3216.5","30.2","3.2","5","0"
"3660.9","74.2","2.1","9","0"
"350.33","91","7.5","599","1"
"249.6","91.6","13.1","777","2"
"759.4","56.5","4.3","801","1"
"2350.1","11.6","9.9","733","1"
"846.7","76.7","7.5","892","2"
"2602.4","18.2","18.2","634","1"
"370.5","86","10.9","272","3"
"1947.6","33.9","22.6","496","3"
"4335.9","15.6","12.9","652","2"
"101","36.3","1.4","623","3"
"1686","55.8","3.1","7","0"
"2612.3","56.5","32.7","8","0"
"3414.5","68","17.8","7","0"
"2942.2","57","7.1","864","1"
"1491.1","38.4","11.6","309","3"
"2607.2","32","19.2","839","1"
"181.43","91","2.4","5","0"
"2324.9","70","22.7","685","1"
"5394.9","41.4","16.2","5","0"
"470.43","43","4.5","779","1"
"5153.6","92","13.6","649","3"
"3108.7","75.8","28.6","555","2"
"674.6","65.6","16.5","814","1"
"247.2","11.8","2.8","935","1"
"630","43.6","38.1","5","0"
"293.09","86","5.1","878","1"
"182.57","43","5.3","604","3"
"1101.3","49.2","28.7","610","1"
"2800.6","40.2","32.5","566","3"
"3524.5","66.3","7","882","1"
"163","83","22.8","756","1"
"3445.2","24.6","21.6","642","1"
"198.6","9.7","12.3","594","3"
"3484.5","15.3","36.5","632","2"
"552.2","49.3","21.3","636","1"
"192.5","86","8.6","752","2"
"713.2","99","7.9","557","2"
"1443.4","13.4","4.8","986","1"
"4510.2","50.7","7.8","5","0"
"3514.4","64.3","2.2","2","0"
"3017.1","91.3","8.1","891","2"
"312.97","93","6","399","3"
"3232.8","74.3","29.7","561","2"
"4222","19.2","30.9","1","0"
"4206","7.9","41","580","1"
"2605.7","30.2","35.3","406","3"
"1987.4","59.9","17.9","2","0"
"1524.4","38.4","20","887","2"
"276.4","96.3","5.6","892","1"
"1240.7","25.8","28.2","9","0"
"763.2","44.2","31.3","523","3"
"4825.3","93","31.9","163","3"
"1987.5","48.9","9.4","685","2"
"3133.9","83.1","6.7","563","2"
"2242.4","47.1","20.7","871","1"
"3713.5","44.9","33.2","300","3"
"3610.2","96","1.4","3","0"
"3737.5","69.7","13","616","2"
"2986.6","72.1","14","402","3"
"3160.3","34.4","11.6","6","0"
"2730","7.7","1.9","586","2"
"2233.3","23.6","22.7","926","2"
"1069.9","95.8","10.1","81","3"
"2662.5","11.4","29.8","694","3"
"2605.4","42.3","3.8","298","3"
"3118.9","50.3","15.9","812","2"
"2378.6","91.7","7.3","582","1"
"1422","90","3.6","9","0"
"3770.6","45.8","3.3","911","2"
"2106.5","23.4","25.6","989","1"
"494.8","97","9.6","691","1"
"1274.2","69","21.6","621","2"
"233.2","97","2.1","8","0"
"4383.1","23.5","23.1","870","2"
"1836.3","83","18.3","602","2"
"2133.3","11","2.3","6","0"
"3533.7","17.9","10","793","1"
"244","78","6.9","267","3"
"1401.7","71.7","7.5","79","3"
"1673.8","44","22.1","934","1"
"3240.8","75.1","16.2","280","3"
"4616.6","31.1","9.8","9","0"
"1848.9","79.6","1.5","368","3"
"483","102.1","25.9","749","1"
"4273.7","58.5","44.4","706","1"
"138.5","46","10","554","3"
"4674.8","21.8","22.4","1","0"
"2062.5","89.9","22.6","5","0"
"4052.4","34.3","9.8","4","0"
"2784.3","46","21.6","410","3"
"2507.9","10.2","17.6","8","0"
"290.3","86","4.4","917","1"
"2751.6","59.4","10.3","723","1"
"378.5","34","5.1","1","0"
"3623.4","54.3","18.8","710","1"
"113.75","8","9.2","693","2"
"156","92","2.5","522","3"
"2906.2","74.7","3.4","2","0"
"206","89","1.4","811","2"
"280.8","91","2.4","737","2"
"4566.9","49.9","12.1","707","2"
"113.5","96","1.3","647","1"
"1605.7","58.5","17.4","6","0"
"4009.2","70.8","2.7","6","0"
"3013.1","76.1","43.7","4","0"
"4223.6","89.4","21.1","531","3"
"3122.3","54.4","30.6","543","3"
"194.17","73","6.5","4","0"
"1867.1","47.9","27.5","932","1"
"3872.8","57","14","798","1"
"65","99","31.6","1","0"
"3287","16.4","7.8","218","3"
"1480.9","68.6","31.5","1","0"
"413","83","17.8","201","3"
"1755.9","29.5","4.9","718","2"
"97.8","46.9","35.9","926","1"
"2636.8","68.5","4.3","267","3"
"1775.2","88.8","8","874","1"
"1316.17","75","1.2","5","0"
"365.7","44.6","28.5","101","3"
"1509.5","94.7","13.9","817","2"
"4009.1","100.9","15.8","327","3"
"3901.6","54.6","18.1","824","1"
"831.7","28.1","26.4","8","0"
"1368.1","22.6","4.7","575","2"
"4101.1","67.3","19.7","155","3"
"1480.3","103.3","43.1","323","3"
"2632.5","51.5","23.9","2","0"
"2967","90","5.1","7","0"
"1024.9","15.3","10.5","2","0"
"669.1","56","1.3","746","1"
"1552.1","34","11","551","2"
"3841.5","29.5","29.9","1","0"
"3335.6","44.2","3.7","518","2"
"4554.5","28.8","6.1","3","0"
"76.1","28.5","38.2","731","2"
"3403.1","14.9","26.5","703","2"
"233.1","88.6","20.6","929","2"
"120","87","24.2","1","0"
